payment_id,customer_id,session_id,attempt_ts,method,card_bin,payment_country,ip_hash,device_id,amount,result,is_fraud_label
PAY0000396,C02105,S001439,2025-11-26 06:38:52,paypal,464087,PT,5f83038f83f347bf,dev_e1e04f79a167,100.82,success,0
PAY0000397,C02105,S001439,2025-12-13 17:28:04,paypal,496466,GB,5f83038f83f347bf,dev_333027f4553d,43.44,failed,0
PAY0000398,C01674,S001441,2025-12-11 19:53:43,paypal,434574,IT,4602e1ccf69746d8,dev_58c8819671dc,61.41,success,0
PAY0000399,C02161,S001452,2025-12-24 18:50:33,paypal,445123,ES,0c3b73c7ca234ebd,dev_99c22b07e85a,56.05,failed,0
PAY0000400,C00995,S001465,2025-11-07 16:01:21,apple_pay,427050,PT,b42649482465472b,dev_fffcc07c4b66,76.34,failed,0
PAY0000401,C00114,S001469,2025-11-05 16:38:21,card,414160,GB,601aaeddb0864823,dev_9a8191ece884,73.52,success,0
PAY0000402,C00124,S001471,2025-12-14 05:37:32,paypal,461976,BE,b7c35ec9cc3a4c5a,dev_6a5d3d4f749e,147.14,success,0
PAY0000403,C01404,S001530,2025-12-19 18:08:43,apple_pay,499904,FR,c8abc50f1663462a,dev_e6a52fc82aa6,130.93,success,0
PAY0000404,C01834,S001532,2025-12-15 04:21:23,apple_pay,485607,NL,e2070b8974534aba,dev_9fa45766656a,33.73,success,0
PAY0000405,C01834,S001532,2025-12-02 22:01:47,apple_pay,464577,DE,e2070b8974534aba,dev_264b4c744075,78.32,success,0
PAY0000406,C01834,S001532,2025-11-18 11:44:50,apple_pay,437558,DE,e2070b8974534aba,dev_0cdb9c8e7de8,91.71,success,0
PAY0000407,C00741,S001535,2025-12-14 09:50:01,apple_pay,482720,IT,b8fbce597bc2488d,dev_04cefa01a468,69.26,success,0
PAY0000408,C00824,S001542,2025-12-24 09:33:11,paypal,411467,FR,a797579ea29949ce,dev_e9733705374b,52.87,success,0
PAY0000409,C00824,S001542,2025-12-23 03:39:29,paypal,494362,ES,a797579ea29949ce,dev_fbc2772dd3c7,124.02,failed,0
PAY0000410,C00145,S001543,2025-11-10 08:48:16,card,477322,ES,e6a7b07db9234936,dev_7716faf06175,77.37,success,0
PAY0000411,C01068,S001545,2025-12-30 19:49:43,card,492969,NL,ba074438234d47c7,dev_47595aa397c3,41.7,success,0
PAY0000412,C01787,S001546,2025-12-09 12:02:12,card,483405,PT,b3e05cdf60ba437b,dev_0a9118c59230,103.46,success,0
PAY0000413,C01787,S001546,2025-11-30 12:09:13,card,453325,GB,b3e05cdf60ba437b,dev_e75758b1a5ed,82.31,success,0
PAY0000414,C00761,S001550,2025-11-07 05:21:04,google_pay,463765,NL,de368bd4df0c45e2,dev_c797e89b0a8c,49.92,failed,0
PAY0000415,C01517,S001551,2025-12-26 00:15:22,apple_pay,481544,PT,a66ae5bfd3ec4a10,dev_82cf39134a49,47.3,success,0
PAY0000416,C01360,S001553,2025-12-21 05:09:59,apple_pay,478586,NL,9f45ec38c98547f5,dev_5d574add147d,46.61,success,0
PAY0000417,C02028,S001554,2025-12-07 06:30:31,apple_pay,414048,IT,19297c89414748bf,dev_a3d34403b73b,113.6,success,0
PAY0000418,C01008,S001556,2025-11-06 19:19:16,google_pay,428728,FR,7f49656f62ca4701,dev_995d42695047,86.94,success,0
PAY0000419,C01162,S001560,2025-11-01 20:36:05,apple_pay,407966,IT,241de187dcdb47a2,dev_f7b8c910affa,102.55,success,0
PAY0000420,C01447,S001572,2025-12-18 00:08:49,apple_pay,474001,GB,ccc87501cea04556,dev_cb85a43851fa,73.11,success,0
PAY0000421,C02217,S001575,2025-12-16 21:55:18,apple_pay,489767,BE,1a28857f4eb948cb,dev_64e4b860aecf,49.07,success,0
PAY0000422,C02217,S001575,2025-11-16 00:23:18,apple_pay,420345,BE,1a28857f4eb948cb,dev_57821dcdfb19,46.64,success,0
PAY0000423,C00419,S001579,2025-11-01 17:22:40,apple_pay,452908,ES,46a261bb9fe74e96,dev_d0829cc6fd92,108.08,success,0
PAY0000424,C00714,S001581,2025-11-06 17:38:07,card,404528,BE,5a48dc14c26c4d4c,dev_6ccedd1f4531,81.52,failed,0
PAY0000425,C02019,S001587,2025-12-10 02:28:05,google_pay,408064,IT,75e079dff1624a9d,dev_973b29cda911,59.17,success,0
PAY0000426,C01939,S001593,2025-12-27 13:58:57,paypal,455905,DE,fbe85109c23d4c1e,dev_0228f1e9d62d,67.33,success,0
PAY0000427,C01939,S001593,2025-11-24 14:24:31,card,442881,BE,fbe85109c23d4c1e,dev_b371db773242,104.5,success,0
PAY0000428,C01252,S001599,2025-12-20 04:01:54,google_pay,460757,GB,9d7ea24874f84651,dev_9f458bccf3e1,85.92,success,0
PAY0000429,C00023,S001601,2025-11-16 18:12:18,apple_pay,499587,PT,46fcfe8d0b534a68,dev_994188ef42f0,63.97,success,0
PAY0000430,C01527,S001602,2025-12-17 23:49:13,google_pay,469627,IT,1c297451f8294adc,dev_3f57e2f112cf,65.31,failed,0
PAY0000431,C02066,S001607,2025-12-25 20:54:21,apple_pay,497964,DE,306fd35d0b4e46a8,dev_f01651a064fb,51.12,success,0
PAY0000432,C02066,S001607,2025-11-27 01:35:16,apple_pay,467757,PT,306fd35d0b4e46a8,dev_a2fc238e1b6e,67.38,success,0
PAY0000433,C01983,S001608,2025-12-20 01:44:39,google_pay,409939,DE,9f63d25f1c974fb0,dev_f41182ecda85,58.58,success,0
PAY0000434,C01469,S001609,2025-11-25 14:03:09,paypal,430472,NL,d1ed10664c1e4a3b,dev_da3066e37768,65.2,success,0
PAY0000435,C01481,S001623,2025-12-01 09:40:23,apple_pay,452664,PT,73a1c4fcd16e4f63,dev_7b3680beebdf,52.26,success,0
PAY0000436,C00759,S001625,2025-12-19 02:39:34,apple_pay,406415,NL,f237cb9c1a534aa9,dev_95a60dff2ebf,36.49,success,0
PAY0000437,C01592,S001633,2025-12-12 08:05:42,card,493490,BE,8c44318d6d854873,dev_da7170801410,102.43,failed,0
PAY0000438,C00084,S001634,2025-12-19 04:04:12,google_pay,412595,FR,92cd8bbee40142a2,dev_f3f58341fd69,86.31,success,0
PAY0000439,C00084,S001634,2025-12-25 18:49:50,google_pay,454920,NL,92cd8bbee40142a2,dev_80ca5f226e0c,59.18,success,0
PAY0000440,C00798,S001635,2025-11-18 22:21:49,google_pay,489989,BE,abe39452d5bc4ea2,dev_f8428bc2582c,57.7,success,0
PAY0000441,C02128,S001636,2025-12-03 11:55:32,card,433323,BE,9ffb437496b24e97,dev_b77a2615888d,35.7,success,0
PAY0000442,C01944,S001650,2025-11-19 09:45:47,google_pay,401140,FR,b615e850eab44e79,dev_a223bc3ed47e,107.73,success,0
PAY0000443,C00110,S001653,2025-11-09 04:47:45,google_pay,446981,BE,1596d4a1b6fe4581,dev_dd1390e614ad,117.25,success,0
PAY0000444,C00110,S001653,2025-12-26 15:34:02,apple_pay,414253,IT,1596d4a1b6fe4581,dev_6d10ab73f983,64.1,success,0
PAY0000445,C00976,S001658,2025-11-22 23:18:33,paypal,457114,FR,d310f38c50fb44fe,dev_4eac002e73c6,77.25,failed,0
PAY0000446,C02224,S001664,2025-12-21 13:20:43,paypal,463986,IT,ec64e2d1c49e451b,dev_38d3e0b6013b,42.74,failed,0
PAY0000447,C01059,S001665,2025-12-21 22:38:40,card,405745,DE,e6970da1786d4cdc,dev_168f9971d490,69.31,success,0
PAY0000448,C01059,S001665,2025-12-21 11:20:51,google_pay,448428,FR,e6970da1786d4cdc,dev_52d5739e4235,48.93,success,0
PAY0000449,C01958,S001666,2025-12-11 19:12:01,card,473128,DE,9662e24ea3034b66,dev_2e67a8954164,49.01,failed,0
PAY0000450,C00888,S001672,2025-12-21 19:42:21,paypal,488051,NL,99a325a1f1394b8c,dev_09dae3709d5e,58.56,success,0
PAY0000451,C00745,S001673,2025-12-12 17:21:54,card,458457,ES,d00b3030eefd492a,dev_2e9321b673b4,55.1,success,0
PAY0000452,C01902,S001703,2025-11-03 13:46:19,apple_pay,462389,PT,f6893b05b053465b,dev_b6757b8ad3c7,62.95,success,0
PAY0000453,C01902,S001703,2025-12-20 01:23:05,apple_pay,419999,ES,f6893b05b053465b,dev_0a5e02043dfc,107.29,success,0
PAY0000454,C01902,S001703,2025-12-09 14:14:02,apple_pay,466776,IT,f6893b05b053465b,dev_193a8607ce55,25.78,success,0
PAY0000455,C02257,S001708,2025-11-01 05:32:05,google_pay,461236,DE,a02f9ad39fee4641,dev_28639791c888,52.46,failed,0
PAY0000456,C02257,S001708,2025-11-24 01:21:45,apple_pay,490182,DE,a02f9ad39fee4641,dev_a57d7ba7d810,88.61,success,0
PAY0000457,C01640,S001728,2025-11-01 17:59:46,card,473467,FR,1520046d0c044fde,dev_9a3e6e42a7e4,72.79,success,0
PAY0000458,C01640,S001728,2025-12-22 01:29:38,apple_pay,445085,GB,1520046d0c044fde,dev_b461a994907e,46.95,success,0
PAY0000459,C01934,S001753,2025-12-09 20:16:03,google_pay,412958,ES,69bb80e92bd24f58,dev_85a5147c620e,171.97,success,0
PAY0000460,C01035,S001754,2025-12-24 03:17:54,apple_pay,417928,IT,d62a3f9ad47f4302,dev_3b3169bd03a0,224.38,failed,0
PAY0000461,C02179,S001766,2025-11-25 21:48:21,apple_pay,424484,IT,cb5896c6530f41ca,dev_afaec472d2f3,66.22,success,0
PAY0000462,C02375,S001778,2025-12-15 19:14:41,google_pay,459761,FR,80a8b48fb17942ab,dev_266d7ad98733,42.69,success,0
PAY0000463,C01800,S001784,2025-11-24 01:44:14,google_pay,413293,FR,9cfa0a7ae96e454d,dev_b50c53be42a6,59.56,success,0
PAY0000464,C01942,S001798,2025-12-13 01:22:47,apple_pay,492825,NL,812fc7e74b2946b8,dev_23fedd3866f2,40.15,success,0
PAY0000465,C01942,S001798,2025-12-21 10:41:22,paypal,433874,IT,812fc7e74b2946b8,dev_7f2574dd4aa3,79.86,failed,0
PAY0000466,C02310,S001799,2025-11-20 11:55:16,apple_pay,443412,FR,657e1b5cd8814284,dev_9321a1d642a9,86.4,success,0
PAY0000467,C02060,S001805,2025-11-14 14:19:11,card,455119,GB,c918e8bbe9a44bc2,dev_2e25ab47d60e,103.9,success,0
PAY0000468,C01215,S001806,2025-12-17 07:57:15,google_pay,411543,NL,d9225e9f382e463e,dev_d022a227a0be,79.82,failed,0
PAY0000469,C01810,S001812,2025-11-13 22:08:40,apple_pay,449432,DE,3f3dd40c90b24210,dev_2d28775eb3ed,73.92,success,0
PAY0000470,C01810,S001812,2025-12-12 02:06:09,paypal,409907,IT,3f3dd40c90b24210,dev_9571affdf63e,42.38,success,0
PAY0000471,C02066,S001821,2025-11-05 14:56:24,apple_pay,409305,BE,46e5fcd484ba455f,dev_46f7f1a9b30a,38.47,success,0
PAY0000472,C01078,S001822,2025-12-09 23:49:44,card,437172,ES,88ec7054e66c497b,dev_a72318492f55,26.86,success,0
PAY0000473,C00240,S001826,2025-11-20 19:53:55,google_pay,475715,ES,04c5f25f2b0e4178,dev_71e75ea35275,69.16,success,0
PAY0000474,C02466,S001828,2025-12-21 06:40:55,card,468557,BE,8d898099917b47bb,dev_0440717921dc,98.34,success,0
PAY0000475,C02466,S001828,2025-11-01 20:15:51,paypal,452222,BE,8d898099917b47bb,dev_24e9c32ee530,111.97,success,0
PAY0000476,C02466,S001828,2025-11-30 15:58:42,card,475256,PT,8d898099917b47bb,dev_e3a7baf38cb3,97.21,failed,0
PAY0000477,C01772,S001831,2025-11-12 11:02:12,card,476567,GB,e47f2c7a91ca44f8,dev_e5065992ece0,56.53,success,0
PAY0000478,C01772,S001831,2025-11-28 19:10:01,google_pay,412570,DE,e47f2c7a91ca44f8,dev_bd697b8b6816,153.95,failed,0
PAY0000479,C01772,S001831,2025-11-19 11:46:45,card,466666,GB,e47f2c7a91ca44f8,dev_d2971f7a21f1,43.51,success,0
PAY0000480,C01485,S001845,2025-11-19 02:03:20,paypal,455450,IT,7789fc5b9f0042a7,dev_241b49b21d3a,42.61,success,0
PAY0000481,C02030,S001848,2025-11-10 23:52:59,paypal,440791,FR,cd6881fc21ae4aaa,dev_1c63fe898ce7,94.16,success,0
PAY0000482,C00375,S001853,2025-11-15 07:38:37,google_pay,440384,ES,e0d5977748734726,dev_1fb894c02d74,125.56,success,0
PAY0000483,C01505,S001860,2025-12-16 22:19:28,paypal,495611,GB,2f49ec9db28041f4,dev_e9c3f88d4cf7,149.41,failed,0
PAY0000484,C00194,S001861,2025-12-26 13:43:13,paypal,497062,BE,456f494fdb5c480e,dev_97ccbaee4eaa,104.45,success,0
PAY0000485,C00194,S001861,2025-11-07 02:47:33,paypal,444364,GB,456f494fdb5c480e,dev_d61079e5ed70,92.81,success,0
PAY0000486,C00250,S001866,2025-11-20 11:14:39,paypal,472275,PT,6ef0cb5384bb4238,dev_a6c6982abdf5,96.14,success,0
PAY0000487,C01107,S001870,2025-11-18 07:08:09,paypal,495077,IT,7bc5c9a2114b4907,dev_1b14d6fc61aa,58.84,success,0
PAY0000488,C00126,S001879,2025-11-26 16:20:36,paypal,449059,FR,b3ba689bdb0b4499,dev_b28461175e37,46.5,success,0
PAY0000489,C02378,S001885,2025-12-17 16:26:54,paypal,456395,PT,e0dff2a6980e4028,dev_bd1eda984f0f,75.46,failed,1
PAY0000490,C00136,S001887,2025-11-26 22:40:12,apple_pay,422468,ES,dfaec6f800024ac4,dev_756de58bc22c,31.09,success,0
PAY0000491,C00136,S001887,2025-11-13 08:08:19,paypal,461700,IT,dfaec6f800024ac4,dev_e077ab51ec4f,58.05,success,0
PAY0000492,C01473,S001893,2025-11-18 00:13:44,google_pay,473040,ES,aec98d863cac489e,dev_3bce305f9c87,52.52,success,0
PAY0000493,C01652,S001895,2025-11-25 08:49:18,apple_pay,460645,DE,83808cccfc294027,dev_b2b8b3e4f3f8,86.7,failed,1
PAY0000494,C01652,S001895,2025-12-13 22:22:49,paypal,467465,PT,83808cccfc294027,dev_6e5535edf80a,73.63,failed,1
PAY0000495,C01294,S001897,2025-12-27 12:39:30,paypal,497039,ES,1ec725ec1e0d42c4,dev_7ed4f09b5347,130.18,success,0
PAY0000496,C00482,S001900,2025-12-26 01:15:37,google_pay,489047,GB,ca48a4c390244f1f,dev_aed16d2743c7,96.55,success,0
PAY0000497,C01262,S001901,2025-12-19 12:52:42,paypal,410637,DE,85a30a0a2c534bd6,dev_0011b66407cb,50.02,success,0
PAY0000498,C01262,S001901,2025-11-17 00:06:38,apple_pay,431131,DE,85a30a0a2c534bd6,dev_2f4d638536b1,90.25,success,0
PAY0000499,C01262,S001901,2025-12-10 07:24:43,apple_pay,404725,DE,85a30a0a2c534bd6,dev_4ade32fff74a,30.65,success,0
PAY0000500,C00924,S001913,2025-11-29 14:17:38,google_pay,492868,FR,cecfe4f80e2f4719,dev_78bfd2e6a1bc,92.72,success,0
PAY0000501,C01682,S001917,2025-11-29 21:52:27,paypal,491633,NL,94c30e68bf0149a5,dev_27b0a288b26e,47.67,failed,0
PAY0000502,C01682,S001917,2025-12-25 22:01:18,google_pay,471853,FR,94c30e68bf0149a5,dev_69239e2ad5cb,50.73,success,0
PAY0000503,C01682,S001917,2025-11-04 22:43:22,paypal,490412,DE,94c30e68bf0149a5,dev_59f931435e66,122.04,failed,0
PAY0000504,C01286,S001930,2025-12-16 14:12:34,apple_pay,464008,IT,e1692a86cd0640d1,dev_3bc7d6fff7c7,79.46,success,0
PAY0000505,C01286,S001930,2025-12-10 03:15:07,paypal,489251,NL,e1692a86cd0640d1,dev_577f516a35a0,61.14,success,0
PAY0000506,C01085,S001932,2025-11-29 02:44:43,paypal,479688,NL,6f02a6a387b440fd,dev_408318c6d146,105.36,success,0
PAY0000507,C01085,S001932,2025-12-18 12:31:31,apple_pay,438488,DE,6f02a6a387b440fd,dev_f240803ba5fc,129.41,failed,0
PAY0000508,C01085,S001932,2025-12-14 09:30:55,apple_pay,414513,PT,6f02a6a387b440fd,dev_1e0a3c13c913,42.53,failed,1
PAY0000509,C00365,S001944,2025-11-18 16:04:48,apple_pay,410011,IT,6c04df231af1415f,dev_82f8674209df,48.37,success,0
PAY0000510,C01315,S001946,2025-11-05 01:56:10,paypal,430573,ES,43bff798282f4844,dev_41cf84511186,96.07,failed,0
PAY0000511,C02221,S001949,2025-11-13 01:28:12,google_pay,467246,FR,03ac8f46cf654475,dev_23851104afdb,76.55,success,0
PAY0000512,C02221,S001949,2025-11-24 02:25:54,apple_pay,472864,IT,03ac8f46cf654475,dev_eb5a4ed62bff,28.86,success,0
PAY0000513,C01540,S001952,2025-12-14 00:15:41,paypal,445433,NL,8df34ad410404b31,dev_42826ab84088,148.74,success,0
PAY0000514,C01540,S001952,2025-11-13 18:16:31,google_pay,420576,IT,8df34ad410404b31,dev_5e5359cb45e7,53.69,success,0
PAY0000515,C00226,S001962,2025-12-18 18:41:32,card,488741,GB,3f772aa978d24de0,dev_40a7d080d69b,42.43,success,0
PAY0000516,C00483,S001968,2025-11-08 11:14:11,card,491271,IT,bb073da6cfb441e0,dev_2b06d265ccf3,67.04,success,0
PAY0000517,C00566,S001969,2025-12-29 06:14:01,paypal,498691,BE,ce75644506184f1b,dev_9cf405f1092f,100.08,success,0
PAY0000518,C00566,S001969,2025-12-14 04:41:12,paypal,431722,FR,ce75644506184f1b,dev_a55e234a2cb4,111.12,success,0
PAY0000519,C00566,S001969,2025-12-28 11:12:45,apple_pay,486179,BE,ce75644506184f1b,dev_95e151858353,68.42,success,0
PAY0000520,C00386,S001990,2025-12-25 17:48:55,paypal,459242,ES,9937407fe17d454e,dev_6db071134763,208.75,failed,0
PAY0000521,C01404,S001996,2025-12-26 04:55:52,google_pay,442398,IT,40a4945f2118488e,dev_1e9c550c7955,237.55,success,0
PAY0000522,C01238,S001999,2025-12-10 06:39:21,paypal,432457,FR,ad6c8082bab64fc7,dev_d0549e861061,81.58,failed,0
PAY0000523,C00666,S002001,2025-12-04 10:50:40,google_pay,429616,GB,a4e3269c351e40b3,dev_ba1caaa7a7df,64.85,success,0
PAY0000524,C00328,S002005,2025-12-13 01:54:50,google_pay,421160,GB,7162c26833804ae2,dev_b99400c0ddbd,57.31,success,0
PAY0000525,C00150,S002007,2025-11-11 05:43:11,apple_pay,466537,GB,336dd73f2186460c,dev_5f90b9a2c213,62.26,success,0
PAY0000526,C00150,S002007,2025-12-17 04:24:29,google_pay,420637,NL,336dd73f2186460c,dev_291243ce756b,130.69,success,0
PAY0000527,C00957,S002012,2025-11-01 01:41:16,paypal,474540,FR,15b972ff0b7440fe,dev_a1779983e43e,77.56,success,0
PAY0000528,C00957,S002012,2025-12-14 09:11:47,google_pay,430434,FR,15b972ff0b7440fe,dev_ca9b763a34c3,98.66,failed,0
PAY0000529,C01085,S002013,2025-12-08 04:47:13,card,405421,IT,5b99bb91f84a4e61,dev_5b6bc5caa30b,91.13,failed,1
PAY0000530,C01085,S002013,2025-11-07 13:04:05,google_pay,493122,NL,5b99bb91f84a4e61,dev_4942340d0904,87.61,failed,1
PAY0000531,C01085,S002013,2025-11-06 09:59:01,paypal,418780,DE,5b99bb91f84a4e61,dev_4f55d77908a8,108.86,success,0
PAY0000532,C01613,S002014,2025-12-03 18:58:45,apple_pay,417731,PT,98120078c0104155,dev_969f6c741f25,96.78,failed,0
PAY0000533,C02055,S002016,2025-12-26 21:59:31,paypal,496305,DE,e9609d3c936646e3,dev_a8ba0e29b0f7,82.64,success,0
PAY0000534,C00131,S002034,2025-11-15 23:54:42,paypal,479171,DE,6c70169e9f3e405d,dev_e9c0ba63b0d3,152.96,success,0
PAY0000535,C00823,S002038,2025-12-31 20:20:37,paypal,417921,BE,68f76f7157ae40b2,dev_58b207caa864,36.83,failed,0
PAY0000536,C00543,S002039,2025-11-28 20:10:48,card,445898,IT,6f8eafcf9085495d,dev_379800ebe868,75.74,failed,0
PAY0000537,C02114,S002040,2025-12-04 09:28:23,apple_pay,427722,ES,c4827f3e0e604de2,dev_c79f0da9eecf,52.59,success,0
PAY0000538,C01761,S002048,2025-12-07 17:44:23,card,401782,GB,72ed95e3230543e3,dev_1d99cac817ed,100.87,success,0
PAY0000539,C01722,S002050,2025-11-28 23:50:13,google_pay,418932,BE,87e1b3d8ea0643b7,dev_5a8104b9b09c,31.96,success,0
PAY0000540,C01597,S002055,2025-12-22 12:05:26,google_pay,434518,FR,40cc3566c9194fe6,dev_25d26baf758d,74.06,success,0
PAY0000541,C01325,S002058,2025-11-27 06:42:19,card,439653,DE,e2c4b070e0da45c5,dev_003adf011d0a,82.85,success,0
PAY0000542,C01325,S002058,2025-12-17 23:32:16,apple_pay,405873,FR,e2c4b070e0da45c5,dev_fdf289996fe4,115.62,success,0
PAY0000543,C01325,S002058,2025-11-16 12:44:37,google_pay,442973,BE,e2c4b070e0da45c5,dev_dfb8ee7784b3,55.13,success,0
PAY0000544,C01703,S002062,2025-11-26 06:41:15,apple_pay,429617,GB,532934832b1a4367,dev_f46d28c97eca,234.07,success,0
PAY0000545,C01703,S002062,2025-12-30 22:42:50,card,422656,NL,532934832b1a4367,dev_10397265783f,51.22,success,0
PAY0000546,C00032,S002063,2025-12-23 09:18:43,google_pay,469100,DE,95132ef9dbae4134,dev_460b6a9e7a50,39.96,success,0
PAY0000547,C00032,S002063,2025-11-16 00:34:26,card,422624,IT,95132ef9dbae4134,dev_f048ed31c1ac,87.58,success,0
PAY0000548,C01783,S002071,2025-12-20 07:38:58,google_pay,429036,DE,f7d6d57920824e89,dev_74e0365673f8,62.97,success,0
PAY0000549,C01783,S002071,2025-12-15 09:24:28,paypal,443508,DE,f7d6d57920824e89,dev_17f03a0f718d,152.72,success,0
PAY0000550,C00582,S002085,2025-11-16 13:13:15,apple_pay,495396,NL,51cccda1a32a45bc,dev_a6eb426f87cf,32.61,success,0
PAY0000551,C00220,S002087,2025-11-13 03:38:49,card,454166,DE,e8d2f5d3396b4ca1,dev_668133eebd0e,67.77,success,0
PAY0000552,C00220,S002087,2025-12-05 08:03:40,paypal,423535,GB,e8d2f5d3396b4ca1,dev_33a700678e84,96.37,success,0
PAY0000553,C02043,S002096,2025-12-01 08:14:36,card,463185,BE,9677c730977c4fc5,dev_4a5836f91dc9,49.4,success,0
PAY0000554,C02043,S002096,2025-11-04 12:15:12,card,400969,DE,9677c730977c4fc5,dev_48d8dea5ac43,35.64,success,0
PAY0000555,C00442,S002100,2025-11-30 17:45:34,apple_pay,408127,NL,a9c7573582cd4f37,dev_b4c837cde09e,127.95,success,0
PAY0000556,C01601,S002104,2025-12-11 02:16:54,card,457616,BE,c6bd64b00aa7435e,dev_46c6aac7c0a5,45.71,success,0
PAY0000557,C01601,S002104,2025-12-15 21:28:41,apple_pay,432070,GB,c6bd64b00aa7435e,dev_88c56f52eada,106.67,success,0
PAY0000558,C00381,S002106,2025-11-26 16:04:51,card,439310,FR,a81060e60584490e,dev_5e33f79aba58,44.0,success,0
PAY0000559,C00394,S002108,2025-12-13 15:38:39,google_pay,431130,IT,c65c488e19d943b7,dev_ef3ad2eb3731,57.77,success,0
PAY0000560,C01074,S002109,2025-12-04 05:50:54,paypal,419208,GB,7ea3823cc5f647b8,dev_c880d1641d10,93.76,success,0
PAY0000561,C01777,S002111,2025-12-20 03:38:24,google_pay,413375,DE,b8fe8974eeba4cf1,dev_7ba01356fca1,78.2,success,0
PAY0000562,C01777,S002111,2025-11-09 08:12:15,apple_pay,436286,BE,b8fe8974eeba4cf1,dev_5836c0b03882,43.85,success,0
PAY0000563,C00553,S002115,2025-12-12 08:47:29,apple_pay,420404,DE,cfe03f45049a4a6b,dev_e36f40653517,84.67,success,0
PAY0000564,C02096,S002126,2025-12-08 14:42:38,paypal,479076,DE,412924a5522a4028,dev_608cb39fa5a6,25.09,success,0
PAY0000565,C01196,S002127,2025-11-20 01:53:42,apple_pay,494712,NL,1824a6ea512948cf,dev_92f67199fbda,38.86,failed,0
PAY0000566,C02081,S002139,2025-11-03 21:19:21,google_pay,421340,DE,65afa84d1abf4cd4,dev_d950995e72e7,146.28,success,0
PAY0000567,C02149,S002143,2025-11-25 17:50:08,paypal,424361,ES,c3dc5fd813444f03,dev_4bf85112d8fc,61.78,success,0
PAY0000568,C02149,S002143,2025-11-12 23:24:05,apple_pay,477548,IT,c3dc5fd813444f03,dev_d8b953ee9eb1,92.12,failed,0
PAY0000569,C02149,S002143,2025-11-10 10:09:39,apple_pay,453497,IT,c3dc5fd813444f03,dev_a1e3028c6c2f,90.92,success,0
PAY0000570,C01309,S002145,2025-12-13 22:22:26,apple_pay,415429,BE,e568b7204ecd47b2,dev_cd39448c5a7b,57.12,success,0
PAY0000571,C01309,S002145,2025-12-07 23:24:08,apple_pay,470143,FR,e568b7204ecd47b2,dev_21899f3a5133,70.3,success,0
PAY0000572,C00892,S002149,2025-11-16 20:47:00,card,432767,FR,a98c983217b940e6,dev_1e4cca46b8fb,39.34,failed,0
PAY0000573,C00892,S002149,2025-11-06 05:32:53,card,449496,FR,a98c983217b940e6,dev_da2349b6e638,70.7,failed,0
PAY0000574,C00795,S002157,2025-12-04 20:26:30,card,404642,DE,40e72d6a7a4b47d9,dev_867d0826f6a3,53.48,success,0
PAY0000575,C01535,S002169,2025-11-27 19:17:45,apple_pay,437850,NL,7dbec2252ff64eb9,dev_9c61f8d7a887,170.94,success,0
PAY0000576,C01316,S002176,2025-12-20 02:08:59,card,404010,BE,42eddecd31c84121,dev_721a3caf0464,48.64,success,0
PAY0000577,C01572,S002178,2025-11-26 06:00:05,apple_pay,452071,PT,c4f6f63712f24929,dev_01e3492145ec,84.02,failed,0
PAY0000578,C00757,S002182,2025-12-14 03:14:13,google_pay,481240,DE,00985f69c3064fbf,dev_567934ade361,58.96,success,0
PAY0000579,C00744,S002187,2025-11-14 01:42:06,apple_pay,449611,NL,1020ba220bc24659,dev_9b35cc66ca8e,96.16,failed,0
PAY0000580,C01323,S002203,2025-12-31 08:50:38,paypal,454378,ES,00169603e1b6442d,dev_1c512ccd9f69,36.22,success,0
PAY0000581,C02449,S002212,2025-12-08 12:15:32,paypal,464373,BE,99c6251b0852407f,dev_aa9e25713377,62.84,success,0
PAY0000582,C01694,S002219,2025-12-08 19:05:48,paypal,419172,BE,d8bf3153d5084afd,dev_ce18323ce98e,87.06,success,0
PAY0000583,C00726,S002222,2025-12-16 02:00:17,apple_pay,484731,NL,8067409081dd4c1d,dev_1c1e8937057e,74.13,success,0
PAY0000584,C01167,S002236,2025-11-24 09:07:14,paypal,468651,PT,29f8c701a9624867,dev_855be2fa6593,83.35,success,0
PAY0000585,C01167,S002236,2025-12-26 19:53:47,paypal,427125,BE,29f8c701a9624867,dev_82f8788803be,45.92,success,0
PAY0000586,C01609,S002239,2025-12-19 06:35:10,apple_pay,490021,NL,05d723d4b4e7419d,dev_ac9a012e6a01,57.06,success,0
PAY0000587,C00730,S002243,2025-11-24 20:40:44,apple_pay,447152,GB,a01503714fc943b6,dev_85a37bd25a56,66.12,success,0
PAY0000588,C00730,S002243,2025-12-21 19:58:52,card,412864,ES,a01503714fc943b6,dev_c8f04acaba81,94.72,success,0
PAY0000589,C01813,S002246,2025-11-08 08:50:20,apple_pay,411377,BE,f1bc48020c42466c,dev_6d8ff4199907,125.04,success,0
PAY0000590,C01813,S002246,2025-12-22 22:23:01,card,426370,GB,f1bc48020c42466c,dev_570f7e7de77b,28.9,success,0
PAY0000591,C01549,S002250,2025-11-25 03:55:37,apple_pay,453596,PT,4aa30a9925dd44ee,dev_3b27277e28d2,57.75,failed,0
PAY0000592,C01549,S002250,2025-11-30 03:26:44,google_pay,483884,NL,4aa30a9925dd44ee,dev_0b738e6c480e,49.57,success,0
PAY0000593,C01865,S002251,2025-12-13 07:13:13,paypal,404769,NL,5d9243ff311449f8,dev_3f93a3f53252,47.09,success,0
