session_id,customer_id,start_ts,end_ts,device,ip_hash,utm_source,utm_campaign
S001746,C00164,2025-11-14 18:24:57,2025-11-14 18:36:57,ios,676e46c1b7dc470d,ads_meta,xmas_push
S001747,C00638,2025-12-21 12:59:08,2025-12-21 13:17:08,web_desktop,175dacbf38734c66,ads_google,fall_sale
S001748,C02065,2025-12-31 20:10:47,2025-12-31 20:22:47,web_mobile,ea9e8715672e41b1,seo,xmas_push
S001749,C02494,2025-12-12 10:08:53,2025-12-12 10:24:53,web_mobile,54486c8c0b8a49c6,affiliate,xmas_push
S001750,C00170,2025-11-18 04:49:22,2025-11-18 05:09:22,ios,9a7f3a0450f04d34,ads_google,xmas_push
S001751,C00340,2025-12-01 20:41:32,2025-12-01 20:50:32,web_desktop,4c97c12869054865,affiliate,retargeting
S001752,C00726,2025-12-09 10:48:09,2025-12-09 11:05:09,web_desktop,328cfddf8b6f4b63,ads_google,none
S001753,C01934,2025-12-02 20:27:11,2025-12-02 20:49:11,ios,69bb80e92bd24f58,seo,fall_sale
S001754,C01035,2025-11-11 20:51:09,2025-11-11 21:07:09,web_desktop,d62a3f9ad47f4302,email,retargeting
S001755,C01646,2025-11-05 04:44:51,2025-11-05 04:48:51,ios,9aa4e6291d764389,ads_google,none
S001756,C00133,2025-12-20 08:00:29,2025-12-20 08:25:29,ios,6bfff214709b4ff8,email,xmas_push
S001757,C00823,2025-12-01 01:50:42,2025-12-01 01:57:42,web_mobile,39f1ef3e29b4486e,ads_meta,xmas_push
S001758,C00954,2025-11-25 01:30:14,2025-11-25 01:34:14,android,96fc7cd5e44342de,ads_google,retargeting
S001759,C02127,2025-12-06 13:30:44,2025-12-06 13:36:44,web_desktop,f666e294522f4c23,direct,black_friday
S001760,C00346,2025-12-28 09:41:22,2025-12-28 09:43:22,ios,ec034657f1834401,affiliate,fall_sale
S001761,C00609,2025-12-11 07:32:37,2025-12-11 07:55:37,web_mobile,141f9f4888e546f2,ads_meta,none
S001762,C00639,2025-11-13 09:46:39,2025-11-13 10:01:39,ios,3e89716496ff4bb2,ads_meta,xmas_push
S001763,C01048,2025-12-20 12:36:37,2025-12-20 12:49:37,web_mobile,b24e28a882324c24,email,fall_sale
S001764,C01495,2025-12-17 12:57:00,2025-12-17 13:11:00,android,4815c9d90bec497d,seo,xmas_push
S001765,C01225,2025-11-19 05:22:50,2025-11-19 05:37:50,android,8db0bbb31a514367,affiliate,xmas_push
S001766,C02179,2025-12-29 05:54:49,2025-12-29 06:07:49,ios,cb5896c6530f41ca,direct,xmas_push
S001767,C02404,2025-11-17 06:07:55,2025-11-17 06:31:55,web_mobile,4e7c7741151e403d,direct,fall_sale
S001768,C00150,2025-11-22 17:12:22,2025-11-22 17:26:22,web_mobile,314cc0f05f494ee6,email,retargeting
S001769,C01550,2025-12-09 21:06:14,2025-12-09 21:31:14,ios,c0721b9d40a244c7,email,fall_sale
S001770,C01328,2025-12-26 19:13:13,2025-12-26 19:20:13,web_desktop,16b0244815bd454d,ads_meta,fall_sale
S001771,C01565,2025-12-03 23:14:35,2025-12-03 23:36:35,android,1f83680166104a74,email,black_friday
S001772,C00050,2025-12-29 05:36:03,2025-12-29 05:52:03,web_mobile,26c9b8650d814ed7,seo,black_friday
S001773,C01506,2025-12-23 10:37:09,2025-12-23 11:00:09,web_desktop,e85270388f4c462c,ads_meta,retargeting
S001774,C00335,2025-12-15 06:53:07,2025-12-15 07:17:07,ios,1e0888fa3f9e4efd,ads_meta,black_friday
S001775,C01376,2025-11-25 18:34:59,2025-11-25 18:51:59,ios,674f779c9f09427d,ads_meta,retargeting
S001776,C00668,2025-11-19 16:21:25,2025-11-19 16:31:25,web_mobile,6616d5744ab44aad,direct,xmas_push
S001777,C01673,2025-12-23 17:10:51,2025-12-23 17:19:51,web_desktop,68604ecc9cfa4bf0,affiliate,xmas_push
S001778,C02375,2025-11-25 13:31:10,2025-11-25 13:37:10,web_mobile,80a8b48fb17942ab,affiliate,fall_sale
S001779,C01016,2025-12-04 06:52:22,2025-12-04 07:08:22,web_desktop,f4819663cd864653,direct,xmas_push
S001780,C00336,2025-12-17 17:04:49,2025-12-17 17:12:49,android,86e84c74f23e4407,ads_meta,black_friday
S001781,C00666,2025-11-12 12:59:57,2025-11-12 13:24:57,ios,e897886382e543eb,seo,none
S001782,C00081,2025-11-13 07:59:57,2025-11-13 08:17:57,web_desktop,43404011c9f24f61,ads_google,fall_sale
S001783,C02135,2025-12-31 08:01:57,2025-12-31 08:18:57,web_mobile,4d132aeba16f488d,ads_meta,retargeting
S001784,C01800,2025-11-01 13:23:35,2025-11-01 13:48:35,web_desktop,9cfa0a7ae96e454d,email,xmas_push
S001785,C00258,2025-11-04 01:09:27,2025-11-04 01:21:27,ios,a6fcd9edaa2d4d83,affiliate,fall_sale
S001786,C00991,2025-12-20 14:07:46,2025-12-20 14:15:46,android,741f179b225c4645,ads_google,fall_sale
S001787,C00185,2025-12-14 14:14:29,2025-12-14 14:26:29,ios,0d842d15ff794c8e,direct,fall_sale
S001788,C01716,2025-11-10 08:25:58,2025-11-10 08:28:58,web_desktop,e0c318466ddd4961,direct,xmas_push
S001789,C00123,2025-12-31 12:09:02,2025-12-31 12:12:02,ios,6bbf1bafe8fd406f,ads_google,retargeting
S001790,C00605,2025-12-06 19:22:04,2025-12-06 19:29:04,web_desktop,1a8331266c8049c6,affiliate,fall_sale
S001791,C00904,2025-12-19 00:38:33,2025-12-19 00:42:33,ios,59195511ad744d71,affiliate,fall_sale
S001792,C01538,2025-12-02 19:28:08,2025-12-02 19:30:08,web_mobile,b70bfcf574644983,email,fall_sale
S001793,C01982,2025-11-05 18:52:32,2025-11-05 19:17:32,ios,17dab27233fb431e,direct,xmas_push
S001794,C01395,2025-11-01 08:33:16,2025-11-01 08:57:16,web_desktop,2edf15b48de240b9,direct,black_friday
S001795,C02353,2025-12-12 06:35:11,2025-12-12 06:56:11,ios,d10a568fcb024852,ads_meta,retargeting
S001796,C01309,2025-12-06 15:51:12,2025-12-06 16:08:12,android,5b76919441684a73,seo,fall_sale
S001797,C01866,2025-12-28 22:20:24,2025-12-28 22:35:24,web_mobile,1810116300c143e5,email,fall_sale
S001798,C01942,2025-11-21 03:51:28,2025-11-21 04:09:28,web_mobile,812fc7e74b2946b8,ads_meta,fall_sale
S001799,C02310,2025-11-23 05:01:52,2025-11-23 05:20:52,android,657e1b5cd8814284,seo,xmas_push
S001800,C01598,2025-12-24 19:22:57,2025-12-24 19:27:57,android,aaed6387b4404139,direct,black_friday
S001801,C00491,2025-11-02 02:55:31,2025-11-02 02:59:31,web_mobile,bb74b55745084748,seo,fall_sale
S001802,C01055,2025-12-19 11:53:02,2025-12-19 12:02:02,android,c6bf577a79184443,direct,fall_sale
S001803,C00702,2025-12-03 04:59:33,2025-12-03 05:04:33,android,4ad0e98a79994995,affiliate,xmas_push
S001804,C01292,2025-11-24 10:47:26,2025-11-24 11:11:26,web_desktop,86f6baddf4704f4d,ads_meta,retargeting
S001805,C02060,2025-12-14 06:25:50,2025-12-14 06:41:50,android,c918e8bbe9a44bc2,direct,retargeting
S001806,C01215,2025-12-12 01:09:07,2025-12-12 01:23:07,android,d9225e9f382e463e,seo,black_friday
S001807,C01424,2025-12-14 08:54:16,2025-12-14 09:09:16,ios,9434db1a87474e5e,ads_meta,retargeting
S001808,C01561,2025-11-07 11:09:09,2025-11-07 11:24:09,web_desktop,0f406ec6b7c64ef5,seo,fall_sale
S001809,C01942,2025-12-02 16:46:47,2025-12-02 16:52:47,web_mobile,a84e94e2c1a54c5e,seo,xmas_push
S001810,C02139,2025-12-22 18:15:55,2025-12-22 18:21:55,web_mobile,ecf17a4928b8424d,ads_google,fall_sale
S001811,C00600,2025-11-28 12:21:45,2025-11-28 12:44:45,android,bb8f771b08e448b7,direct,fall_sale
S001812,C01810,2025-12-15 16:27:31,2025-12-15 16:41:31,web_mobile,3f3dd40c90b24210,direct,black_friday
S001813,C02349,2025-11-07 06:41:59,2025-11-07 06:46:59,android,a7bcfe36cc93495d,seo,retargeting
S001814,C01135,2025-12-15 16:12:50,2025-12-15 16:31:50,web_desktop,05f950a9e7444cfd,affiliate,retargeting
S001815,C00080,2025-12-24 06:44:05,2025-12-24 06:51:05,android,f39811004cdf492f,direct,retargeting
S001816,C00836,2025-11-07 02:00:04,2025-11-07 02:06:04,ios,942495de8c98402c,email,fall_sale
S001817,C00652,2025-11-04 05:03:53,2025-11-04 05:07:53,web_mobile,32d12144e7404bc6,affiliate,xmas_push
S001818,C02481,2025-12-11 14:59:14,2025-12-11 15:20:14,android,04202c816c684f40,affiliate,xmas_push
S001819,C00417,2025-11-19 18:29:10,2025-11-19 18:33:10,ios,3d09c98f263c4713,affiliate,fall_sale
S001820,C01471,2025-11-13 21:19:56,2025-11-13 21:23:56,web_desktop,92fa0182cd2f4324,direct,none
S001821,C02066,2025-12-23 19:21:49,2025-12-23 19:42:49,android,46e5fcd484ba455f,affiliate,fall_sale
S001822,C01078,2025-11-01 23:47:23,2025-11-01 23:50:23,web_mobile,88ec7054e66c497b,affiliate,retargeting
S001823,C01904,2025-11-17 07:49:07,2025-11-17 08:10:07,ios,596834f128cf4a0e,ads_meta,fall_sale
S001824,C00746,2025-12-12 06:37:03,2025-12-12 06:56:03,ios,d8cf6369b1be43d2,direct,none
S001825,C02003,2025-12-06 02:30:12,2025-12-06 02:41:12,web_desktop,3d4a847f2f724cb5,affiliate,fall_sale
S001826,C00240,2025-12-09 15:35:35,2025-12-09 16:00:35,web_mobile,04c5f25f2b0e4178,email,retargeting
S001827,C01945,2025-11-18 23:20:16,2025-11-18 23:42:16,ios,34774522ff55499e,affiliate,black_friday
S001828,C02466,2025-12-26 08:49:52,2025-12-26 08:57:52,android,8d898099917b47bb,seo,xmas_push
S001829,C00856,2025-12-06 05:44:59,2025-12-06 06:05:59,web_desktop,e5d4c10ea2e94a63,direct,none
S001830,C01797,2025-11-28 02:01:42,2025-11-28 02:24:42,web_desktop,27afa3b0407d444d,ads_meta,black_friday
S001831,C01772,2025-12-17 14:47:42,2025-12-17 15:02:42,android,e47f2c7a91ca44f8,email,xmas_push
S001832,C00420,2025-12-07 06:32:28,2025-12-07 06:43:28,web_desktop,2c413665e6894850,ads_google,black_friday
S001833,C02264,2025-11-27 18:57:39,2025-11-27 19:18:39,web_mobile,db33ad530da740fc,seo,fall_sale
S001834,C00709,2025-12-18 06:49:50,2025-12-18 07:06:50,ios,d1b2993dcd0343da,seo,fall_sale
S001835,C01668,2025-12-25 19:59:57,2025-12-25 20:06:57,web_desktop,dc659b5a32d74f86,seo,xmas_push
S001836,C01354,2025-12-20 19:50:41,2025-12-20 20:08:41,ios,730885ec22f64c8d,email,xmas_push
S001837,C02036,2025-12-05 08:19:57,2025-12-05 08:26:57,web_mobile,874631762dbd49f6,direct,fall_sale
S001838,C00680,2025-12-04 07:12:36,2025-12-04 07:35:36,web_mobile,6b996670afdf4814,direct,fall_sale
S001839,C00487,2025-11-03 13:45:16,2025-11-03 14:04:16,android,aa5f9e5cd46a4b49,affiliate,xmas_push
S001840,C00623,2025-11-21 04:29:48,2025-11-21 04:40:48,android,0958a5dba13e4a52,affiliate,xmas_push
S001841,C01439,2025-11-06 12:58:26,2025-11-06 13:09:26,android,faec89aff99b4e31,direct,xmas_push
S001842,C00219,2025-11-02 12:36:17,2025-11-02 12:46:17,web_desktop,a6d84ee77c714bc0,affiliate,retargeting
S001843,C02429,2025-11-04 15:07:34,2025-11-04 15:30:34,android,cc8ae877469e4f98,direct,retargeting
S001844,C02135,2025-11-10 15:18:45,2025-11-10 15:34:45,web_mobile,32936c50f38948da,seo,fall_sale
S001845,C01485,2025-11-23 14:33:50,2025-11-23 14:45:50,web_mobile,7789fc5b9f0042a7,ads_google,retargeting
S001846,C02459,2025-11-12 19:13:40,2025-11-12 19:21:40,ios,0667e9d864cb4067,seo,none
S001847,C00691,2025-12-13 00:45:26,2025-12-13 01:04:26,ios,12a8bd3a26344720,affiliate,fall_sale
S001848,C02030,2025-12-17 23:31:47,2025-12-17 23:34:47,web_desktop,cd6881fc21ae4aaa,ads_google,none
S001849,C01013,2025-12-04 21:20:04,2025-12-04 21:23:04,web_mobile,251448f56d4b42ae,ads_google,black_friday
S001850,C00447,2025-11-30 01:22:00,2025-11-30 01:36:00,web_mobile,752b715cac4e4917,direct,none
S001851,C02348,2025-12-08 02:16:46,2025-12-08 02:28:46,android,3343a9d8261448e1,ads_meta,black_friday
S001852,C02456,2025-12-30 19:15:38,2025-12-30 19:35:38,ios,82ec744eb1244b1b,email,none
S001853,C00375,2025-11-12 09:42:39,2025-11-12 10:03:39,android,e0d5977748734726,ads_meta,black_friday
S001854,C02281,2025-11-01 16:43:36,2025-11-01 16:45:36,web_mobile,9328bc4712a543fd,ads_google,black_friday
S001855,C01923,2025-12-26 11:11:31,2025-12-26 11:29:31,web_desktop,b763730f56dc4a52,ads_meta,fall_sale
S001856,C00638,2025-11-16 04:08:49,2025-11-16 04:29:49,ios,f8f27fe1dcb546d7,affiliate,xmas_push
S001857,C01771,2025-11-29 21:06:42,2025-11-29 21:25:42,web_desktop,31f1dd1950384d15,ads_google,xmas_push
S001858,C02234,2025-11-30 04:31:20,2025-11-30 04:40:20,web_mobile,bbbf3752abda4db7,seo,fall_sale
S001859,C02126,2025-11-19 22:15:49,2025-11-19 22:29:49,web_mobile,50b5883fc2964d94,affiliate,black_friday
S001860,C01505,2025-11-24 08:33:59,2025-11-24 08:38:59,ios,2f49ec9db28041f4,seo,xmas_push
S001861,C00194,2025-12-23 09:12:26,2025-12-23 09:32:26,web_desktop,456f494fdb5c480e,affiliate,xmas_push
S001862,C01400,2025-12-24 05:55:48,2025-12-24 05:59:48,web_desktop,34cfb118e1b84dcc,direct,none
S001863,C02335,2025-11-05 16:28:53,2025-11-05 16:35:53,android,e4045934cf5d4910,affiliate,retargeting
S001864,C01506,2025-12-31 08:35:06,2025-12-31 08:42:06,web_desktop,9a2932799ddf4b60,email,fall_sale
S001865,C01747,2025-11-25 05:09:34,2025-11-25 05:32:34,web_desktop,22587de950244418,seo,retargeting
S001866,C00250,2025-12-13 19:56:01,2025-12-13 20:03:01,web_desktop,6ef0cb5384bb4238,affiliate,black_friday
S001867,C01225,2025-12-28 10:56:37,2025-12-28 11:21:37,android,104684385c8f46f3,email,none
S001868,C00536,2025-12-29 01:19:08,2025-12-29 01:28:08,web_mobile,52759f39cbc1488a,direct,xmas_push
S001869,C02348,2025-12-11 16:55:51,2025-12-11 17:13:51,android,aa19f52abf374070,affiliate,none
S001870,C01107,2025-11-28 18:46:36,2025-11-28 18:57:36,ios,7bc5c9a2114b4907,email,fall_sale
S001871,C00458,2025-11-22 05:25:20,2025-11-22 05:50:20,android,f88035c0f81a437c,affiliate,black_friday
S001872,C01388,2025-11-24 10:08:35,2025-11-24 10:14:35,web_mobile,c5ea83475b384a3b,seo,none
S001873,C00040,2025-12-26 05:10:08,2025-12-26 05:30:08,android,de84219c196b42ab,seo,none
S001874,C01540,2025-11-16 00:41:53,2025-11-16 00:53:53,web_desktop,b4f85a79fc0f42cb,ads_meta,none
S001875,C02156,2025-11-14 21:19:28,2025-11-14 21:30:28,web_mobile,ece9a77d804b4caa,ads_meta,xmas_push
S001876,C00261,2025-11-13 08:37:57,2025-11-13 08:41:57,android,ab708e8ae1224bd3,affiliate,black_friday
S001877,C01642,2025-11-03 22:42:11,2025-11-03 23:05:11,android,c7fc197143c24afe,ads_meta,xmas_push
S001878,C01248,2025-12-10 15:54:05,2025-12-10 16:19:05,ios,14b0d4309c4a44dc,affiliate,none
S001879,C00126,2025-11-24 04:08:51,2025-11-24 04:19:51,android,b3ba689bdb0b4499,affiliate,xmas_push
S001880,C01230,2025-11-09 01:55:19,2025-11-09 01:58:19,web_mobile,cc4cf2e5645f4d33,email,xmas_push
S001881,C01307,2025-11-06 21:29:25,2025-11-06 21:39:25,android,13dce67e7d034e22,seo,fall_sale
S001882,C02102,2025-11-12 17:01:24,2025-11-12 17:07:24,ios,8f79ec1b8d904662,direct,retargeting
S001883,C02394,2025-11-26 10:02:49,2025-11-26 10:24:49,ios,5ad8811aad684849,ads_google,retargeting
S001884,C00136,2025-11-25 05:59:47,2025-11-25 06:17:47,web_desktop,58520d98153c465f,seo,fall_sale
S001885,C02378,2025-12-19 12:46:51,2025-12-19 12:53:51,web_mobile,e0dff2a6980e4028,ads_meta,fall_sale
S001886,C01460,2025-12-06 20:49:59,2025-12-06 21:01:59,web_mobile,18315299602c4ef9,affiliate,xmas_push
S001887,C00136,2025-12-22 11:21:24,2025-12-22 11:27:24,ios,dfaec6f800024ac4,ads_meta,xmas_push
S001888,C00813,2025-12-03 02:07:43,2025-12-03 02:15:43,android,81ffba07db504ff4,email,black_friday
S001889,C00852,2025-11-24 13:49:51,2025-11-24 13:57:51,ios,62b529b069fb4c56,ads_meta,retargeting
S001890,C01745,2025-11-10 01:55:12,2025-11-10 02:00:12,web_mobile,122d1da97964403b,email,xmas_push
S001891,C01939,2025-11-11 17:50:20,2025-11-11 18:12:20,web_desktop,ab0a142bf6944762,direct,black_friday
S001892,C00871,2025-11-24 07:37:45,2025-11-24 07:48:45,android,42521f05e3dc47ac,affiliate,retargeting
S001893,C01473,2025-11-22 05:09:41,2025-11-22 05:34:41,ios,aec98d863cac489e,ads_meta,black_friday
S001894,C00635,2025-11-05 06:33:19,2025-11-05 06:52:19,web_desktop,3f0eac61e1d1421d,email,black_friday
S001895,C01652,2025-11-30 20:58:28,2025-11-30 21:00:28,web_mobile,83808cccfc294027,ads_meta,fall_sale
S001896,C00669,2025-12-20 01:58:32,2025-12-20 02:13:32,android,acdc6deb538748fa,email,none
S001897,C01294,2025-11-12 16:23:44,2025-11-12 16:30:44,web_desktop,1ec725ec1e0d42c4,affiliate,none
S001898,C00269,2025-12-18 18:50:17,2025-12-18 19:02:17,ios,69a8ed08772c472a,affiliate,none
S001899,C00861,2025-12-29 08:07:46,2025-12-29 08:22:46,web_mobile,f10ac26acb6f418e,seo,black_friday
S001900,C00482,2025-12-26 11:43:35,2025-12-26 12:04:35,web_mobile,ca48a4c390244f1f,email,xmas_push
S001901,C01262,2025-11-07 23:12:26,2025-11-07 23:16:26,android,85a30a0a2c534bd6,ads_google,none
S001902,C02333,2025-11-10 20:12:20,2025-11-10 20:29:20,web_desktop,50fb6d952f444307,direct,xmas_push
S001903,C00103,2025-11-25 13:54:17,2025-11-25 14:11:17,android,2662be52c45147cf,seo,retargeting
S001904,C01454,2025-11-26 07:13:02,2025-11-26 07:21:02,web_mobile,d416aeb3c7684b75,direct,none
S001905,C00792,2025-11-14 02:37:08,2025-11-14 02:46:08,web_mobile,0bf4d886abe74911,seo,black_friday
S001906,C01678,2025-12-10 12:33:24,2025-12-10 12:38:24,ios,fb9b81bcaf014ac9,ads_meta,fall_sale
S001907,C00239,2025-12-05 08:10:29,2025-12-05 08:23:29,ios,62b1bf70e2184588,email,black_friday
S001908,C01589,2025-12-03 04:59:13,2025-12-03 05:12:13,ios,d4dd3ae089f64058,ads_meta,xmas_push
S001909,C00882,2025-11-14 20:19:20,2025-11-14 20:30:20,android,1029b79cced746ac,direct,retargeting
S001910,C02236,2025-12-12 17:58:57,2025-12-12 18:11:57,web_mobile,0b56ce9eb84b45cd,affiliate,black_friday
S001911,C00888,2025-12-19 21:10:09,2025-12-19 21:22:09,web_desktop,a2d7b99630f9457f,direct,fall_sale
S001912,C01280,2025-11-25 14:58:54,2025-11-25 15:10:54,android,7e054a4ff534428d,seo,fall_sale
S001913,C00924,2025-11-29 07:46:28,2025-11-29 08:02:28,web_mobile,cecfe4f80e2f4719,direct,retargeting
S001914,C00794,2025-11-06 22:44:35,2025-11-06 22:51:35,ios,a6d0c7c9bc534e47,email,none
S001915,C00676,2025-12-19 18:31:33,2025-12-19 18:43:33,web_mobile,dc30d9efd23f416a,direct,black_friday
S001916,C02440,2025-11-09 01:02:41,2025-11-09 01:05:41,ios,3805774b93fc4e2e,ads_meta,black_friday
S001917,C01682,2025-12-23 23:27:57,2025-12-23 23:52:57,android,94c30e68bf0149a5,affiliate,fall_sale
S001918,C01492,2025-12-24 13:36:35,2025-12-24 13:59:35,web_mobile,6ef5e5ef1f944ad5,email,xmas_push
S001919,C01850,2025-12-21 11:02:22,2025-12-21 11:12:22,android,ea971cc91e5a4c00,direct,black_friday
S001920,C01277,2025-11-29 20:50:19,2025-11-29 21:02:19,web_desktop,9528b205afd4497e,ads_google,fall_sale
S001921,C00672,2025-12-09 23:56:24,2025-12-10 00:13:24,web_mobile,7abd58b07bd3419c,ads_google,xmas_push
S001922,C00839,2025-11-28 01:18:57,2025-11-28 01:32:57,ios,3e6f82524d954b72,affiliate,none
S001923,C01313,2025-11-12 10:20:47,2025-11-12 10:34:47,ios,3a89b9ce3d5a48a0,ads_meta,none
S001924,C01074,2025-11-25 18:12:03,2025-11-25 18:35:03,web_desktop,8e31e80bbd564ccf,seo,fall_sale
S001925,C00004,2025-12-28 16:49:55,2025-12-28 17:12:55,web_desktop,44f277ce9e4142b5,seo,fall_sale
S001926,C01655,2025-12-06 05:21:16,2025-12-06 05:40:16,android,7b09035299bf4123,affiliate,none
S001927,C01909,2025-11-15 17:04:49,2025-11-15 17:26:49,ios,b660fde8474a4b6a,direct,fall_sale
S001928,C01894,2025-12-06 00:24:12,2025-12-06 00:26:12,ios,c1818463fad24e9a,email,retargeting
S001929,C01923,2025-11-03 06:08:06,2025-11-03 06:29:06,web_desktop,1299e21956bd4a4b,affiliate,black_friday
S001930,C01286,2025-12-26 04:56:07,2025-12-26 05:07:07,android,e1692a86cd0640d1,seo,retargeting
S001931,C00535,2025-11-21 03:40:11,2025-11-21 04:00:11,ios,757c6a1d75e146ee,ads_google,xmas_push
S001932,C01085,2025-12-25 18:35:29,2025-12-25 18:53:29,web_mobile,6f02a6a387b440fd,seo,fall_sale
S001933,C01380,2025-12-09 03:39:29,2025-12-09 03:41:29,ios,1b42552675804c62,ads_google,fall_sale
S001934,C00646,2025-12-09 15:25:47,2025-12-09 15:27:47,web_mobile,13604af5f3cd4688,seo,xmas_push
S001935,C00024,2025-11-18 10:30:32,2025-11-18 10:48:32,web_mobile,ac9d96afef3b4003,ads_meta,black_friday
S001936,C01317,2025-11-02 19:43:58,2025-11-02 19:59:58,web_desktop,72dc09e83fd34fbc,affiliate,none
S001937,C00557,2025-11-11 00:32:16,2025-11-11 00:35:16,android,ae78f69fbacc432c,email,retargeting
S001938,C00356,2025-12-04 13:51:14,2025-12-04 14:03:14,ios,5f957a5d86c24ebd,affiliate,black_friday
S001939,C02008,2025-12-03 01:54:45,2025-12-03 02:16:45,ios,e37a84101d8e4a6b,direct,none
S001940,C00870,2025-12-31 05:07:38,2025-12-31 05:10:38,android,95eda70fcadb42a4,ads_google,none
S001941,C00575,2025-11-17 09:21:40,2025-11-17 09:42:40,web_mobile,27598e579ebd4606,seo,fall_sale
S001942,C00029,2025-12-13 21:39:39,2025-12-13 21:49:39,web_desktop,457fe7bc1d8c45a5,direct,xmas_push
S001943,C02405,2025-12-25 02:34:30,2025-12-25 02:54:30,web_desktop,9b8e210a01054ea1,ads_google,fall_sale
S001944,C00365,2025-11-07 13:12:52,2025-11-07 13:15:52,ios,6c04df231af1415f,affiliate,xmas_push
S001945,C00409,2025-11-07 10:09:59,2025-11-07 10:26:59,ios,4748b3fe395740e3,ads_google,fall_sale
S001946,C01315,2025-12-09 05:02:50,2025-12-09 05:23:50,web_desktop,43bff798282f4844,ads_meta,retargeting
S001947,C01177,2025-12-24 12:08:04,2025-12-24 12:18:04,web_mobile,7843052f62dd4dc2,seo,fall_sale
S001948,C00219,2025-12-03 09:48:41,2025-12-03 10:09:41,web_desktop,6be89723496b490d,affiliate,retargeting
S001949,C02221,2025-12-12 15:01:06,2025-12-12 15:23:06,web_mobile,03ac8f46cf654475,direct,black_friday
S001950,C00608,2025-11-19 13:37:35,2025-11-19 13:42:35,ios,0da61b1309ed4742,seo,black_friday
S001951,C01036,2025-11-07 06:01:16,2025-11-07 06:26:16,ios,3b09f2e25bdc44d6,affiliate,fall_sale
S001952,C01540,2025-11-07 15:49:03,2025-11-07 16:03:03,web_desktop,8df34ad410404b31,seo,black_friday
S001953,C00858,2025-11-20 12:37:31,2025-11-20 12:53:31,web_desktop,f0055275a1324316,email,none
S001954,C01603,2025-11-06 10:10:48,2025-11-06 10:31:48,ios,2ce3d278794a4499,ads_google,retargeting
S001955,C00969,2025-12-11 19:25:43,2025-12-11 19:28:43,android,c10a0dc37b9546fd,ads_google,xmas_push
S001956,C01501,2025-11-24 00:40:45,2025-11-24 01:01:45,web_desktop,efd03c6722f34bba,email,retargeting
S001957,C01106,2025-11-11 02:28:14,2025-11-11 02:47:14,web_desktop,cdc80507f46140f5,email,fall_sale
S001958,C01641,2025-11-13 06:59:12,2025-11-13 07:24:12,android,f66c4094aa5c4ec3,seo,black_friday
S001959,C01717,2025-12-29 04:45:42,2025-12-29 04:55:42,web_mobile,1c9d851faefe4402,ads_google,black_friday
S001960,C02489,2025-12-29 13:18:49,2025-12-29 13:39:49,ios,526e1a34361f44ad,direct,none
S001961,C00617,2025-11-16 21:35:16,2025-11-16 21:37:16,android,54287151f66947c3,ads_meta,black_friday
S001962,C00226,2025-12-28 15:53:39,2025-12-28 15:57:39,android,3f772aa978d24de0,affiliate,fall_sale
S001963,C02419,2025-12-20 11:26:00,2025-12-20 11:50:00,android,715e37a76ea24efc,email,fall_sale
S001964,C00028,2025-11-01 18:16:23,2025-11-01 18:34:23,android,bde3017d8a454699,direct,xmas_push
S001965,C00995,2025-11-24 11:46:53,2025-11-24 11:58:53,ios,2b2a0138b73e4b43,direct,retargeting
S001966,C00016,2025-11-04 05:38:29,2025-11-04 06:03:29,android,397d8a8f36f3442c,seo,retargeting
S001967,C00333,2025-12-07 01:55:23,2025-12-07 02:04:23,web_desktop,7bd8ba97ad604c10,email,retargeting
S001968,C00483,2025-11-11 10:54:21,2025-11-11 11:16:21,web_desktop,bb073da6cfb441e0,direct,xmas_push
S001969,C00566,2025-11-08 23:21:03,2025-11-08 23:34:03,ios,ce75644506184f1b,ads_meta,xmas_push
S001970,C02162,2025-11-04 22:02:11,2025-11-04 22:14:11,web_desktop,0b5b7038ae534f2f,direct,xmas_push
S001971,C02086,2025-11-01 22:12:22,2025-11-01 22:26:22,web_mobile,3c41d391df2d47c5,ads_meta,none
S001972,C00454,2025-12-11 06:08:43,2025-12-11 06:24:43,ios,9406bc1335d84a8f,ads_meta,xmas_push
S001973,C00166,2025-11-21 02:35:17,2025-11-21 02:56:17,ios,82638736176a49f2,ads_meta,black_friday
S001974,C02253,2025-11-28 05:28:57,2025-11-28 05:46:57,web_desktop,23e9312fb4914761,email,none
S001975,C00878,2025-12-08 01:01:48,2025-12-08 01:14:48,web_desktop,730e50dbf0f6412f,ads_meta,black_friday
S001976,C00245,2025-11-15 21:58:39,2025-11-15 22:18:39,ios,9fdaaaf4258542e3,email,retargeting
S001977,C01895,2025-11-20 19:54:21,2025-11-20 20:15:21,ios,f4f1028591f34518,direct,fall_sale
S001978,C01357,2025-12-30 12:07:34,2025-12-30 12:19:34,ios,01bb0b2e6efa424f,ads_meta,retargeting
S001979,C00943,2025-12-20 16:34:39,2025-12-20 16:45:39,web_desktop,5ee07edc88854f4a,ads_google,xmas_push
S001980,C01953,2025-12-10 10:22:16,2025-12-10 10:40:16,ios,ee4ad5056a6d4a2c,direct,fall_sale
S001981,C01283,2025-12-30 22:36:14,2025-12-30 22:59:14,ios,ba89fcc26c784b3f,affiliate,retargeting
S001982,C01746,2025-11-16 01:36:15,2025-11-16 01:50:15,ios,c4670ce89e284f7e,ads_google,none
