order_id,customer_id,session_id,payment_id,order_ts,total_amount,currency,shipping_method,status
O0000292,C00042,S001251,PAY0000350,2025-12-06 12:10:06,43.79,EUR,standard,paid
O0000293,C00108,S001259,PAY0000351,2025-12-19 15:42:05,26.67,EUR,pickup_point,paid
O0000294,C01943,S001263,PAY0000352,2025-11-04 03:59:20,130.42,EUR,standard,paid
O0000295,C02025,S001275,PAY0000353,2025-11-15 07:19:44,49.33,EUR,express,paid
O0000296,C02025,S001275,PAY0000354,2025-12-05 19:02:20,67.1,EUR,express,paid
O0000297,C02025,S001275,PAY0000355,2025-12-23 14:18:35,84.99,EUR,express,paid
O0000298,C00117,S001281,PAY0000356,2025-11-01 02:19:29,43.07,EUR,standard,paid
O0000299,C02281,S001288,PAY0000359,2025-11-26 13:18:37,18.11,EUR,pickup_point,paid
O0000300,C02281,S001288,PAY0000360,2025-12-29 15:59:24,64.76,EUR,standard,paid
O0000301,C01308,S001289,PAY0000361,2025-12-23 20:49:54,190.89,EUR,standard,paid
O0000302,C01308,S001289,PAY0000362,2025-11-26 03:01:23,52.55,EUR,standard,paid
O0000303,C01308,S001289,PAY0000363,2025-11-10 02:27:29,53.2,EUR,express,paid
O0000304,C01832,S001306,PAY0000364,2025-11-03 04:03:06,56.46,EUR,standard,paid
O0000305,C01832,S001306,PAY0000365,2025-12-09 16:56:01,76.72,EUR,standard,paid
O0000306,C01832,S001306,PAY0000366,2025-12-13 18:17:19,99.15,EUR,standard,paid
O0000307,C01268,S001309,PAY0000368,2025-12-04 06:13:33,82.12,EUR,pickup_point,paid
O0000308,C01470,S001310,PAY0000369,2025-11-22 11:09:13,64.16,EUR,standard,paid
O0000309,C00161,S001322,PAY0000371,2025-12-01 10:20:06,81.7,EUR,standard,paid
O0000310,C00161,S001322,PAY0000372,2025-12-24 09:13:04,43.01,EUR,express,paid
O0000311,C02103,S001331,PAY0000374,2025-11-19 11:46:49,82.11,EUR,standard,paid
O0000312,C01572,S001333,PAY0000375,2025-11-28 11:48:47,62.61,EUR,standard,paid
O0000313,C00910,S001351,PAY0000376,2025-11-12 15:34:10,95.25,EUR,express,paid
O0000314,C02222,S001365,PAY0000378,2025-11-23 11:09:17,105.08,EUR,standard,paid
O0000315,C01179,S001377,PAY0000379,2025-11-15 15:02:38,27.57,EUR,standard,paid
O0000316,C02216,S001380,PAY0000380,2025-11-09 00:57:23,77.13,EUR,pickup_point,paid
O0000317,C02234,S001382,PAY0000381,2025-12-01 02:24:50,37.32,EUR,pickup_point,paid
O0000318,C02234,S001382,PAY0000382,2025-11-05 12:49:09,110.46,EUR,standard,paid
O0000319,C02295,S001394,PAY0000385,2025-11-18 14:01:06,45.98,EUR,pickup_point,paid
O0000320,C00144,S001399,PAY0000388,2025-12-24 21:58:20,58.75,EUR,standard,paid
O0000321,C00881,S001410,PAY0000391,2025-12-30 17:40:01,69.32,EUR,pickup_point,paid
O0000322,C01449,S001419,PAY0000392,2025-12-28 03:17:37,94.85,EUR,standard,paid
O0000323,C01449,S001419,PAY0000393,2025-12-28 09:46:38,150.67,EUR,pickup_point,paid
O0000324,C01288,S001433,PAY0000394,2025-11-07 04:44:50,75.71,EUR,standard,paid
O0000325,C01288,S001433,PAY0000395,2025-11-09 21:50:37,75.76,EUR,express,paid
O0000326,C02105,S001439,PAY0000396,2025-11-26 06:38:52,100.82,EUR,express,paid
O0000327,C01674,S001441,PAY0000398,2025-12-11 19:53:43,61.41,EUR,standard,paid
O0000328,C00114,S001469,PAY0000401,2025-11-05 16:38:21,73.52,EUR,pickup_point,paid
O0000329,C00124,S001471,PAY0000402,2025-12-14 05:37:32,147.14,EUR,express,paid
O0000330,C01404,S001530,PAY0000403,2025-12-19 18:08:43,130.93,EUR,pickup_point,paid
O0000331,C01834,S001532,PAY0000404,2025-12-15 04:21:23,33.73,EUR,pickup_point,paid
O0000332,C01834,S001532,PAY0000405,2025-12-02 22:01:47,78.32,EUR,express,paid
O0000333,C01834,S001532,PAY0000406,2025-11-18 11:44:50,91.71,EUR,express,paid
O0000334,C00741,S001535,PAY0000407,2025-12-14 09:50:01,69.26,EUR,pickup_point,paid
O0000335,C00824,S001542,PAY0000408,2025-12-24 09:33:11,52.87,EUR,standard,paid
O0000336,C00145,S001543,PAY0000410,2025-11-10 08:48:16,77.37,EUR,express,paid
O0000337,C01068,S001545,PAY0000411,2025-12-30 19:49:43,41.7,EUR,standard,paid
O0000338,C01787,S001546,PAY0000412,2025-12-09 12:02:12,103.46,EUR,standard,paid
O0000339,C01787,S001546,PAY0000413,2025-11-30 12:09:13,82.31,EUR,express,paid
O0000340,C01517,S001551,PAY0000415,2025-12-26 00:15:22,47.3,EUR,standard,paid
O0000341,C01360,S001553,PAY0000416,2025-12-21 05:09:59,46.61,EUR,standard,paid
O0000342,C02028,S001554,PAY0000417,2025-12-07 06:30:31,113.6,EUR,standard,paid
O0000343,C01008,S001556,PAY0000418,2025-11-06 19:19:16,86.94,EUR,standard,paid
O0000344,C01162,S001560,PAY0000419,2025-11-01 20:36:05,102.55,EUR,pickup_point,paid
O0000345,C01447,S001572,PAY0000420,2025-12-18 00:08:49,73.11,EUR,standard,paid
O0000346,C02217,S001575,PAY0000421,2025-12-16 21:55:18,49.07,EUR,standard,paid
O0000347,C02217,S001575,PAY0000422,2025-11-16 00:23:18,46.64,EUR,standard,paid
O0000348,C00419,S001579,PAY0000423,2025-11-01 17:22:40,108.08,EUR,standard,paid
O0000349,C02019,S001587,PAY0000425,2025-12-10 02:28:05,59.17,EUR,pickup_point,paid
O0000350,C01939,S001593,PAY0000426,2025-12-27 13:58:57,67.33,EUR,pickup_point,paid
O0000351,C01939,S001593,PAY0000427,2025-11-24 14:24:31,104.5,EUR,pickup_point,paid
O0000352,C01252,S001599,PAY0000428,2025-12-20 04:01:54,85.92,EUR,express,paid
O0000353,C00023,S001601,PAY0000429,2025-11-16 18:12:18,63.97,EUR,express,paid
O0000354,C02066,S001607,PAY0000431,2025-12-25 20:54:21,51.12,EUR,pickup_point,paid
O0000355,C02066,S001607,PAY0000432,2025-11-27 01:35:16,67.38,EUR,express,paid
O0000356,C01983,S001608,PAY0000433,2025-12-20 01:44:39,58.58,EUR,pickup_point,paid
O0000357,C01469,S001609,PAY0000434,2025-11-25 14:03:09,65.2,EUR,standard,paid
O0000358,C01481,S001623,PAY0000435,2025-12-01 09:40:23,52.26,EUR,pickup_point,paid
O0000359,C00759,S001625,PAY0000436,2025-12-19 02:39:34,36.49,EUR,pickup_point,paid
O0000360,C00084,S001634,PAY0000438,2025-12-19 04:04:12,86.31,EUR,express,paid
O0000361,C00084,S001634,PAY0000439,2025-12-25 18:49:50,59.18,EUR,pickup_point,paid
O0000362,C00798,S001635,PAY0000440,2025-11-18 22:21:49,57.7,EUR,standard,paid
O0000363,C02128,S001636,PAY0000441,2025-12-03 11:55:32,35.7,EUR,pickup_point,paid
O0000364,C01944,S001650,PAY0000442,2025-11-19 09:45:47,107.73,EUR,pickup_point,paid
O0000365,C00110,S001653,PAY0000443,2025-11-09 04:47:45,117.25,EUR,pickup_point,paid
O0000366,C00110,S001653,PAY0000444,2025-12-26 15:34:02,64.1,EUR,pickup_point,paid
O0000367,C01059,S001665,PAY0000447,2025-12-21 22:38:40,69.31,EUR,express,paid
O0000368,C01059,S001665,PAY0000448,2025-12-21 11:20:51,48.93,EUR,express,paid
O0000369,C00888,S001672,PAY0000450,2025-12-21 19:42:21,58.56,EUR,express,paid
O0000370,C00745,S001673,PAY0000451,2025-12-12 17:21:54,55.1,EUR,pickup_point,paid
O0000371,C01902,S001703,PAY0000452,2025-11-03 13:46:19,62.95,EUR,standard,paid
O0000372,C01902,S001703,PAY0000453,2025-12-20 01:23:05,107.29,EUR,express,paid
O0000373,C01902,S001703,PAY0000454,2025-12-09 14:14:02,25.78,EUR,standard,paid
O0000374,C02257,S001708,PAY0000456,2025-11-24 01:21:45,88.61,EUR,express,paid
O0000375,C01640,S001728,PAY0000457,2025-11-01 17:59:46,72.79,EUR,standard,paid
O0000376,C01640,S001728,PAY0000458,2025-12-22 01:29:38,46.95,EUR,pickup_point,paid
O0000377,C01934,S001753,PAY0000459,2025-12-09 20:16:03,171.97,EUR,pickup_point,paid
O0000378,C02179,S001766,PAY0000461,2025-11-25 21:48:21,66.22,EUR,express,paid
O0000379,C02375,S001778,PAY0000462,2025-12-15 19:14:41,42.69,EUR,standard,paid
O0000380,C01800,S001784,PAY0000463,2025-11-24 01:44:14,59.56,EUR,pickup_point,paid
O0000381,C01942,S001798,PAY0000464,2025-12-13 01:22:47,40.15,EUR,pickup_point,paid
O0000382,C02310,S001799,PAY0000466,2025-11-20 11:55:16,86.4,EUR,pickup_point,paid
O0000383,C02060,S001805,PAY0000467,2025-11-14 14:19:11,103.9,EUR,express,paid
O0000384,C01810,S001812,PAY0000469,2025-11-13 22:08:40,73.92,EUR,standard,paid
O0000385,C01810,S001812,PAY0000470,2025-12-12 02:06:09,42.38,EUR,express,paid
O0000386,C02066,S001821,PAY0000471,2025-11-05 14:56:24,38.47,EUR,standard,paid
O0000387,C01078,S001822,PAY0000472,2025-12-09 23:49:44,26.86,EUR,express,paid
O0000388,C00240,S001826,PAY0000473,2025-11-20 19:53:55,69.16,EUR,pickup_point,paid
O0000389,C02466,S001828,PAY0000474,2025-12-21 06:40:55,98.34,EUR,standard,paid
O0000390,C02466,S001828,PAY0000475,2025-11-01 20:15:51,111.97,EUR,express,paid
O0000391,C01772,S001831,PAY0000477,2025-11-12 11:02:12,56.53,EUR,pickup_point,paid
O0000392,C01772,S001831,PAY0000479,2025-11-19 11:46:45,43.51,EUR,pickup_point,paid
O0000393,C01485,S001845,PAY0000480,2025-11-19 02:03:20,42.61,EUR,standard,paid
O0000394,C02030,S001848,PAY0000481,2025-11-10 23:52:59,94.16,EUR,express,paid
O0000395,C00375,S001853,PAY0000482,2025-11-15 07:38:37,125.56,EUR,pickup_point,paid
O0000396,C00194,S001861,PAY0000484,2025-12-26 13:43:13,104.45,EUR,standard,paid
O0000397,C00194,S001861,PAY0000485,2025-11-07 02:47:33,92.81,EUR,standard,paid
O0000398,C00250,S001866,PAY0000486,2025-11-20 11:14:39,96.14,EUR,pickup_point,paid
O0000399,C01107,S001870,PAY0000487,2025-11-18 07:08:09,58.84,EUR,express,paid
O0000400,C00126,S001879,PAY0000488,2025-11-26 16:20:36,46.5,EUR,standard,paid
O0000401,C00136,S001887,PAY0000490,2025-11-26 22:40:12,31.09,EUR,pickup_point,paid
O0000402,C00136,S001887,PAY0000491,2025-11-13 08:08:19,58.05,EUR,pickup_point,paid
O0000403,C01473,S001893,PAY0000492,2025-11-18 00:13:44,52.52,EUR,pickup_point,paid
O0000404,C01294,S001897,PAY0000495,2025-12-27 12:39:30,130.18,EUR,express,paid
O0000405,C00482,S001900,PAY0000496,2025-12-26 01:15:37,96.55,EUR,express,paid
O0000406,C01262,S001901,PAY0000497,2025-12-19 12:52:42,50.02,EUR,standard,paid
O0000407,C01262,S001901,PAY0000498,2025-11-17 00:06:38,90.25,EUR,standard,paid
O0000408,C01262,S001901,PAY0000499,2025-12-10 07:24:43,30.65,EUR,pickup_point,paid
O0000409,C00924,S001913,PAY0000500,2025-11-29 14:17:38,92.72,EUR,standard,paid
O0000410,C01682,S001917,PAY0000502,2025-12-25 22:01:18,50.73,EUR,pickup_point,paid
O0000411,C01286,S001930,PAY0000504,2025-12-16 14:12:34,79.46,EUR,standard,paid
O0000412,C01286,S001930,PAY0000505,2025-12-10 03:15:07,61.14,EUR,express,paid
O0000413,C01085,S001932,PAY0000506,2025-11-29 02:44:43,105.36,EUR,express,paid
O0000414,C00365,S001944,PAY0000509,2025-11-18 16:04:48,48.37,EUR,pickup_point,paid
O0000415,C02221,S001949,PAY0000511,2025-11-13 01:28:12,76.55,EUR,standard,paid
O0000416,C02221,S001949,PAY0000512,2025-11-24 02:25:54,28.86,EUR,standard,paid
O0000417,C01540,S001952,PAY0000513,2025-12-14 00:15:41,148.74,EUR,standard,paid
O0000418,C01540,S001952,PAY0000514,2025-11-13 18:16:31,53.69,EUR,pickup_point,paid
O0000419,C00226,S001962,PAY0000515,2025-12-18 18:41:32,42.43,EUR,standard,paid
O0000420,C00483,S001968,PAY0000516,2025-11-08 11:14:11,67.04,EUR,express,paid
O0000421,C00566,S001969,PAY0000517,2025-12-29 06:14:01,100.08,EUR,standard,paid
O0000422,C00566,S001969,PAY0000518,2025-12-14 04:41:12,111.12,EUR,express,paid
O0000423,C00566,S001969,PAY0000519,2025-12-28 11:12:45,68.42,EUR,standard,paid
O0000424,C01404,S001996,PAY0000521,2025-12-26 04:55:52,237.55,EUR,pickup_point,paid
O0000425,C00666,S002001,PAY0000523,2025-12-04 10:50:40,64.85,EUR,pickup_point,paid
O0000426,C00328,S002005,PAY0000524,2025-12-13 01:54:50,57.31,EUR,standard,paid
O0000427,C00150,S002007,PAY0000525,2025-11-11 05:43:11,62.26,EUR,standard,paid
O0000428,C00150,S002007,PAY0000526,2025-12-17 04:24:29,130.69,EUR,express,paid
O0000429,C00957,S002012,PAY0000527,2025-11-01 01:41:16,77.56,EUR,pickup_point,paid
O0000430,C01085,S002013,PAY0000531,2025-11-06 09:59:01,108.86,EUR,standard,paid
O0000431,C02055,S002016,PAY0000533,2025-12-26 21:59:31,82.64,EUR,pickup_point,paid
O0000432,C00131,S002034,PAY0000534,2025-11-15 23:54:42,152.96,EUR,pickup_point,paid
O0000433,C02114,S002040,PAY0000537,2025-12-04 09:28:23,52.59,EUR,standard,paid
O0000434,C01761,S002048,PAY0000538,2025-12-07 17:44:23,100.87,EUR,standard,paid
O0000435,C01722,S002050,PAY0000539,2025-11-28 23:50:13,31.96,EUR,standard,paid
O0000436,C01597,S002055,PAY0000540,2025-12-22 12:05:26,74.06,EUR,standard,paid
O0000437,C01325,S002058,PAY0000541,2025-11-27 06:42:19,82.85,EUR,express,paid
O0000438,C01325,S002058,PAY0000542,2025-12-17 23:32:16,115.62,EUR,standard,paid
O0000439,C01325,S002058,PAY0000543,2025-11-16 12:44:37,55.13,EUR,express,paid
O0000440,C01703,S002062,PAY0000544,2025-11-26 06:41:15,234.07,EUR,standard,paid
O0000441,C01703,S002062,PAY0000545,2025-12-30 22:42:50,51.22,EUR,pickup_point,paid
O0000442,C00032,S002063,PAY0000546,2025-12-23 09:18:43,39.96,EUR,standard,paid
O0000443,C00032,S002063,PAY0000547,2025-11-16 00:34:26,87.58,EUR,express,paid
O0000444,C01783,S002071,PAY0000548,2025-12-20 07:38:58,62.97,EUR,standard,paid
O0000445,C01783,S002071,PAY0000549,2025-12-15 09:24:28,152.72,EUR,standard,paid
O0000446,C00582,S002085,PAY0000550,2025-11-16 13:13:15,32.61,EUR,pickup_point,paid
O0000447,C00220,S002087,PAY0000551,2025-11-13 03:38:49,67.77,EUR,pickup_point,paid
O0000448,C00220,S002087,PAY0000552,2025-12-05 08:03:40,96.37,EUR,express,paid
O0000449,C02043,S002096,PAY0000553,2025-12-01 08:14:36,49.4,EUR,standard,paid
O0000450,C02043,S002096,PAY0000554,2025-11-04 12:15:12,35.64,EUR,standard,paid
O0000451,C00442,S002100,PAY0000555,2025-11-30 17:45:34,127.95,EUR,pickup_point,paid
O0000452,C01601,S002104,PAY0000556,2025-12-11 02:16:54,45.71,EUR,express,paid
O0000453,C01601,S002104,PAY0000557,2025-12-15 21:28:41,106.67,EUR,standard,paid
O0000454,C00381,S002106,PAY0000558,2025-11-26 16:04:51,44.0,EUR,express,paid
O0000455,C00394,S002108,PAY0000559,2025-12-13 15:38:39,57.77,EUR,express,paid
O0000456,C01074,S002109,PAY0000560,2025-12-04 05:50:54,93.76,EUR,express,paid
O0000457,C01777,S002111,PAY0000561,2025-12-20 03:38:24,78.2,EUR,pickup_point,paid
O0000458,C01777,S002111,PAY0000562,2025-11-09 08:12:15,43.85,EUR,pickup_point,paid
O0000459,C00553,S002115,PAY0000563,2025-12-12 08:47:29,84.67,EUR,standard,paid
O0000460,C02096,S002126,PAY0000564,2025-12-08 14:42:38,25.09,EUR,express,paid
O0000461,C02081,S002139,PAY0000566,2025-11-03 21:19:21,146.28,EUR,express,paid
O0000462,C02149,S002143,PAY0000567,2025-11-25 17:50:08,61.78,EUR,express,paid
O0000463,C02149,S002143,PAY0000569,2025-11-10 10:09:39,90.92,EUR,standard,paid
O0000464,C01309,S002145,PAY0000570,2025-12-13 22:22:26,57.12,EUR,standard,paid
O0000465,C01309,S002145,PAY0000571,2025-12-07 23:24:08,70.3,EUR,express,paid
O0000466,C00795,S002157,PAY0000574,2025-12-04 20:26:30,53.48,EUR,express,paid
O0000467,C01535,S002169,PAY0000575,2025-11-27 19:17:45,170.94,EUR,express,paid
O0000468,C01316,S002176,PAY0000576,2025-12-20 02:08:59,48.64,EUR,standard,paid
O0000469,C00757,S002182,PAY0000578,2025-12-14 03:14:13,58.96,EUR,express,paid
O0000470,C01323,S002203,PAY0000580,2025-12-31 08:50:38,36.22,EUR,express,paid
O0000471,C02449,S002212,PAY0000581,2025-12-08 12:15:32,62.84,EUR,pickup_point,paid
O0000472,C01694,S002219,PAY0000582,2025-12-08 19:05:48,87.06,EUR,express,paid
O0000473,C00726,S002222,PAY0000583,2025-12-16 02:00:17,74.13,EUR,pickup_point,paid
O0000474,C01167,S002236,PAY0000584,2025-11-24 09:07:14,83.35,EUR,express,paid
O0000475,C01167,S002236,PAY0000585,2025-12-26 19:53:47,45.92,EUR,pickup_point,paid
O0000476,C01609,S002239,PAY0000586,2025-12-19 06:35:10,57.06,EUR,pickup_point,paid
O0000477,C00730,S002243,PAY0000587,2025-11-24 20:40:44,66.12,EUR,standard,paid
O0000478,C00730,S002243,PAY0000588,2025-12-21 19:58:52,94.72,EUR,express,paid
O0000479,C01813,S002246,PAY0000589,2025-11-08 08:50:20,125.04,EUR,express,paid
O0000480,C01813,S002246,PAY0000590,2025-12-22 22:23:01,28.9,EUR,express,paid
O0000481,C01549,S002250,PAY0000592,2025-11-30 03:26:44,49.57,EUR,pickup_point,paid
O0000482,C01865,S002251,PAY0000593,2025-12-13 07:13:13,47.09,EUR,standard,paid
O0000483,C01526,S002263,PAY0000594,2025-11-02 00:14:22,75.19,EUR,pickup_point,paid
O0000484,C00629,S002268,PAY0000595,2025-12-19 12:10:43,67.67,EUR,pickup_point,paid
O0000485,C01288,S002269,PAY0000596,2025-12-25 16:15:39,40.25,EUR,pickup_point,paid
O0000486,C01288,S002269,PAY0000597,2025-11-21 09:11:33,39.37,EUR,express,paid
O0000487,C01288,S002269,PAY0000598,2025-11-11 23:14:14,82.09,EUR,pickup_point,paid
O0000488,C00745,S002276,PAY0000599,2025-11-30 22:12:49,40.8,EUR,pickup_point,paid
O0000489,C00377,S002294,PAY0000601,2025-12-05 00:24:55,101.04,EUR,standard,paid
O0000490,C00090,S002295,PAY0000602,2025-12-25 00:00:27,72.06,EUR,express,paid
O0000491,C00124,S002301,PAY0000604,2025-12-26 21:56:14,63.55,EUR,standard,paid
O0000492,C01855,S002307,PAY0000605,2025-11-08 02:00:44,182.15,EUR,express,paid
O0000493,C02265,S002316,PAY0000607,2025-12-09 15:29:56,114.32,EUR,standard,paid
O0000494,C02051,S002321,PAY0000608,2025-11-11 14:48:47,45.7,EUR,express,paid
O0000495,C00308,S002330,PAY0000610,2025-11-03 04:58:00,142.78,EUR,express,paid
O0000496,C02046,S002331,PAY0000611,2025-12-09 04:48:16,48.77,EUR,pickup_point,paid
O0000497,C01425,S002350,PAY0000613,2025-12-23 13:35:09,49.52,EUR,standard,paid
O0000498,C01927,S002352,PAY0000614,2025-12-31 06:06:10,110.61,EUR,express,paid
O0000499,C01927,S002352,PAY0000615,2025-12-02 16:50:57,38.7,EUR,pickup_point,paid
O0000500,C01893,S002354,PAY0000616,2025-12-04 14:00:10,120.11,EUR,standard,paid
O0000501,C00179,S002357,PAY0000618,2025-12-13 16:14:12,72.52,EUR,express,paid
O0000502,C00179,S002357,PAY0000619,2025-12-30 04:48:28,64.98,EUR,express,paid
O0000503,C01216,S002366,PAY0000620,2025-12-15 17:37:56,117.08,EUR,express,paid
O0000504,C02485,S002367,PAY0000621,2025-11-10 07:34:16,60.42,EUR,pickup_point,paid
O0000505,C00454,S002394,PAY0000624,2025-11-01 00:01:09,64.17,EUR,standard,paid
O0000506,C00826,S002395,PAY0000625,2025-12-08 19:57:33,161.15,EUR,express,paid
O0000507,C00908,S002397,PAY0000626,2025-11-21 07:50:22,100.52,EUR,express,paid
O0000508,C00107,S002404,PAY0000627,2025-12-16 19:02:44,77.95,EUR,standard,paid
O0000509,C00107,S002404,PAY0000628,2025-12-11 09:38:28,127.15,EUR,standard,paid
O0000510,C02274,S002405,PAY0000629,2025-11-18 01:10:03,34.71,EUR,standard,paid
O0000511,C00167,S002408,PAY0000630,2025-11-07 13:43:12,85.84,EUR,standard,paid
O0000512,C00167,S002408,PAY0000631,2025-11-10 02:44:42,69.82,EUR,express,paid
O0000513,C00167,S002408,PAY0000632,2025-12-13 16:20:14,60.85,EUR,pickup_point,paid
O0000514,C01239,S002420,PAY0000633,2025-11-11 06:40:35,58.77,EUR,standard,paid
O0000515,C01239,S002420,PAY0000634,2025-11-07 07:33:55,110.05,EUR,pickup_point,paid
O0000516,C01392,S002424,PAY0000635,2025-11-10 20:57:29,28.86,EUR,pickup_point,paid
O0000517,C01392,S002424,PAY0000636,2025-12-28 17:23:28,82.49,EUR,pickup_point,paid
O0000518,C00425,S002446,PAY0000637,2025-11-05 00:50:55,35.03,EUR,standard,paid
O0000519,C00447,S002455,PAY0000639,2025-11-29 06:03:10,65.19,EUR,pickup_point,paid
O0000520,C01917,S002464,PAY0000640,2025-12-06 11:56:17,138.02,EUR,pickup_point,paid
O0000521,C01688,S002474,PAY0000641,2025-11-29 06:42:01,52.45,EUR,express,paid
O0000522,C01688,S002474,PAY0000642,2025-12-17 06:37:04,68.34,EUR,standard,paid
O0000523,C01688,S002474,PAY0000643,2025-11-19 10:13:37,38.36,EUR,standard,paid
O0000524,C01054,S002486,PAY0000644,2025-11-17 00:37:40,83.73,EUR,standard,paid
O0000525,C01227,S002494,PAY0000645,2025-12-22 09:39:43,36.64,EUR,standard,paid
O0000526,C00694,S002515,PAY0000647,2025-12-27 08:54:34,33.82,EUR,standard,paid
O0000527,C01720,S002516,PAY0000648,2025-12-07 20:04:00,58.69,EUR,express,paid
O0000528,C00104,S002526,PAY0000649,2025-11-09 22:49:01,60.03,EUR,pickup_point,paid
O0000529,C00031,S002549,PAY0000650,2025-12-21 11:52:24,111.12,EUR,express,paid
O0000530,C00031,S002549,PAY0000651,2025-11-20 06:39:23,132.29,EUR,pickup_point,paid
O0000531,C00612,S002550,PAY0000652,2025-11-14 06:45:59,130.86,EUR,standard,paid
O0000532,C01865,S002551,PAY0000653,2025-11-10 08:43:16,111.92,EUR,express,paid
O0000533,C01865,S002551,PAY0000654,2025-11-23 02:58:49,169.68,EUR,standard,paid
O0000534,C00302,S002552,PAY0000655,2025-11-20 03:22:22,81.85,EUR,standard,paid
O0000535,C00940,S002555,PAY0000656,2025-12-30 08:49:54,82.39,EUR,pickup_point,paid
O0000536,C02043,S002561,PAY0000659,2025-12-08 20:34:17,101.79,EUR,pickup_point,paid
O0000537,C00970,S002562,PAY0000660,2025-12-30 13:57:18,65.29,EUR,pickup_point,paid
O0000538,C00089,S002572,PAY0000662,2025-11-10 22:06:38,113.5,EUR,express,paid
O0000539,C00399,S002577,PAY0000663,2025-12-04 04:15:22,61.93,EUR,pickup_point,paid
O0000540,C01724,S002578,PAY0000664,2025-11-07 17:25:13,38.78,EUR,standard,paid
O0000541,C01555,S002582,PAY0000666,2025-11-05 05:00:53,53.9,EUR,pickup_point,paid
O0000542,C02277,S002598,PAY0000667,2025-12-13 23:21:47,70.42,EUR,pickup_point,paid
O0000543,C01295,S002605,PAY0000668,2025-11-10 11:55:04,40.31,EUR,pickup_point,paid
O0000544,C01722,S002611,PAY0000669,2025-11-22 02:44:41,56.7,EUR,pickup_point,paid
O0000545,C02499,S002614,PAY0000671,2025-12-24 03:02:39,79.31,EUR,standard,paid
O0000546,C02483,S002617,PAY0000672,2025-12-27 01:40:51,47.56,EUR,pickup_point,paid
O0000547,C01211,S002618,PAY0000673,2025-12-23 07:35:57,28.63,EUR,standard,paid
O0000548,C01636,S002634,PAY0000674,2025-12-03 12:57:20,90.89,EUR,express,paid
O0000549,C00029,S002648,PAY0000676,2025-11-19 14:27:07,72.15,EUR,express,paid
O0000550,C00786,S002657,PAY0000677,2025-12-24 23:00:01,62.7,EUR,standard,paid
O0000551,C00786,S002657,PAY0000678,2025-11-11 08:09:33,55.07,EUR,express,paid
O0000552,C02150,S002660,PAY0000679,2025-11-09 05:50:10,88.14,EUR,pickup_point,paid
O0000553,C02150,S002660,PAY0000680,2025-11-18 21:03:06,45.12,EUR,pickup_point,paid
O0000554,C02221,S002661,PAY0000681,2025-12-24 18:47:43,71.33,EUR,pickup_point,paid
O0000555,C01028,S002662,PAY0000682,2025-12-14 05:49:54,80.37,EUR,express,paid
O0000556,C02017,S002670,PAY0000683,2025-12-03 02:18:39,122.29,EUR,standard,paid
O0000557,C02017,S002670,PAY0000684,2025-12-12 04:02:50,68.27,EUR,express,paid
O0000558,C01251,S002675,PAY0000686,2025-11-10 01:13:24,90.35,EUR,express,paid
O0000559,C02298,S002681,PAY0000687,2025-12-27 02:48:43,44.72,EUR,standard,paid
O0000560,C00597,S002684,PAY0000688,2025-12-17 02:13:00,49.33,EUR,standard,paid
O0000561,C00597,S002684,PAY0000689,2025-11-22 17:41:12,53.25,EUR,express,paid
O0000562,C01926,S002692,PAY0000692,2025-11-11 11:47:02,89.42,EUR,express,paid
O0000563,C02362,S002695,PAY0000693,2025-11-12 10:42:26,40.65,EUR,standard,paid
O0000564,C00485,S002697,PAY0000694,2025-11-04 04:36:12,131.72,EUR,standard,paid
O0000565,C00246,S002700,PAY0000695,2025-11-17 14:37:11,107.5,EUR,express,paid
O0000566,C02291,S002703,PAY0000696,2025-11-02 13:07:16,80.44,EUR,pickup_point,paid
O0000567,C02291,S002703,PAY0000697,2025-11-12 04:24:57,23.5,EUR,pickup_point,paid
O0000568,C02291,S002703,PAY0000698,2025-12-21 00:12:11,45.61,EUR,pickup_point,paid
O0000569,C00847,S002709,PAY0000699,2025-11-07 15:49:54,66.96,EUR,standard,paid
O0000570,C00847,S002709,PAY0000700,2025-11-03 07:28:18,140.46,EUR,pickup_point,paid
O0000571,C02390,S002710,PAY0000701,2025-11-30 03:43:14,121.08,EUR,pickup_point,paid
O0000572,C00798,S002715,PAY0000702,2025-11-07 02:03:22,43.19,EUR,standard,paid
O0000573,C00798,S002715,PAY0000703,2025-12-09 10:59:55,31.31,EUR,standard,paid
O0000574,C00599,S002720,PAY0000704,2025-12-14 04:04:35,61.43,EUR,standard,paid
O0000575,C00599,S002720,PAY0000705,2025-11-18 09:06:19,71.03,EUR,pickup_point,paid
O0000576,C01686,S002734,PAY0000706,2025-12-07 03:06:10,38.15,EUR,pickup_point,paid
O0000577,C02402,S002735,PAY0000707,2025-12-03 01:05:29,45.06,EUR,pickup_point,paid
O0000578,C01419,S002736,PAY0000708,2025-12-02 00:56:25,172.82,EUR,pickup_point,paid
O0000579,C00515,S002744,PAY0000709,2025-11-12 19:41:40,56.36,EUR,standard,paid
O0000580,C00515,S002744,PAY0000710,2025-12-21 21:38:47,58.24,EUR,pickup_point,paid
O0000581,C02350,S002748,PAY0000712,2025-11-04 23:12:44,57.26,EUR,standard,paid
O0000582,C02350,S002748,PAY0000713,2025-11-06 03:39:01,42.31,EUR,express,paid
O0000583,C00297,S002751,PAY0000714,2025-11-15 02:23:08,48.47,EUR,express,paid
